DATE,PRODUCT_LINE,REVENUE,COGS,FORECASTED_REVENUE
2023-04-11,Oficina,453.63,215.77,7183.46
2023-04-12,Electrodomesticos,2917.88,147.08,58.59
2023-04-12,Ropa,615.25,860.22,3510.25
2023-04-12,Ferreteria,422.5,1309.08,1598.63
2023-04-12,Jugueteria,3324.31,3396.15,923.5
2023-04-12,Oficina,5420.14,508.71,5632.88
2023-04-13,Electrodomesticos,913.43,769.11,6636.42
2023-04-13,Ropa,4405.52,1311.13,2890.24
2023-04-13,Ferreteria,463.82,2087.68,791.96
2023-04-13,Jugueteria,4335.02,1508.87,5115.57
2023-04-13,Oficina,7234.15,2320.61,2708.61
2023-04-14,Electrodomesticos,6345.77,1177.55,5278.74
2023-04-14,Ropa,2971.24,4876.93,10811.94
2023-04-14,Ferreteria,2656.89,497.27,1757.34
2023-04-14,Jugueteria,2747.29,934.22,1242
2023-04-14,Oficina,4900.7,3656.08,1071.32
2023-04-15,Electrodomesticos,5169.09,945.93,2374.48
2023-04-15,Ropa,6411.09,2551.34,7220.64
2023-04-15,Ferreteria,133.3,784.99,680.62
2023-04-15,Jugueteria,485.63,479.13,1254.43
2023-04-15,Oficina,288.42,827.38,1736.43
2023-04-16,Electrodomesticos,926.03,4993.72,5573.08
2023-04-16,Ropa,1834.32,1415.05,514.09
2023-04-16,Ferreteria,3044.27,585.03,5904.66
2023-04-16,Jugueteria,4279.14,888.16,1344.43
2023-04-16,Oficina,5677.81,6.36,2360.33
2023-04-17,Electrodomesticos,3143.1,3001.45,2356.11
2023-04-17,Ropa,6430.47,544.53,278.74
2023-04-17,Ferreteria,1547.5,1939.74,5701.36
2023-04-17,Jugueteria,2656.89,54.14,5788.19
2023-04-17,Oficina,2142.46,3829.57,3116.98
2023-04-18,Electrodomesticos,2051.53,504.6,3980.74
2023-04-18,Ropa,11639.47,11.62,848.04
2023-04-18,Ferreteria,243.98,871.17,4103.61
2023-04-18,Jugueteria,2.05,6154.67,4707.45
2023-04-18,Oficina,1785.49,740.56,665.61
2023-04-19,Electrodomesticos,1692.54,854.08,710.44
2023-04-19,Ropa,2776.25,637.94,5370.85
2023-04-19,Ferreteria,292.96,425.12,3273.23
2023-04-19,Jugueteria,3051.15,3198.73,433.34
2023-04-19,Oficina,4417.92,1897.99,1936.33
2023-04-20,Electrodomesticos,1086.08,3191.71,1755.08
2023-04-20,Ropa,2842.29,1660.83,4701.66
2023-04-20,Ferreteria,3889.31,3874.62,2372.6
2023-04-20,Jugueteria,3185.52,1363.94,4550.29
2023-04-20,Oficina,8524.29,1391.88,6987.75
2023-04-21,Electrodomesticos,7064.32,1340.28,3148.2
2023-04-21,Ropa,3506.39,532.31,2464.34
2023-04-21,Ferreteria,177.49,5064.54,6075.35
2023-04-21,Jugueteria,3572.41,589.48,730.05
2023-04-21,Oficina,150.64,434.79,1816.3
2023-04-22,Electrodomesticos,1971.59,693.89,5325.24
2023-04-22,Ropa,1217.23,4222.67,957.25
2023-04-22,Ferreteria,1611.9,3634.49,897.71
2023-04-22,Jugueteria,5504.52,1383.52,4350.92
2023-04-22,Oficina,8158.85,34.47,5725.24
2023-04-23,Electrodomesticos,1420.39,3724.86,7411.85
2023-04-23,Ropa,7177.64,142.41,2027.07
2023-04-23,Ferreteria,614.26,1909.79,4293.64
2023-04-23,Jugueteria,3219.22,1524.5,638.94
2023-04-23,Oficina,4563.28,2786.43,1288.22
2023-04-24,Electrodomesticos,2886.1,4044.21,2333.57
2023-04-24,Ropa,2129.45,1096.55,373.45
2023-04-24,Ferreteria,3169.61,718.78,7272.3
2023-04-24,Jugueteria,1957.53,1292.13,319.24
2023-04-24,Oficina,2831.68,618.42,3499.26
2023-04-25,Electrodomesticos,3883.92,2625.72,1171.94
2023-04-25,Ropa,3683.44,3617.47,4032.97
2023-04-25,Ferreteria,8557.43,2147.12,1584.86
2023-04-25,Jugueteria,701.6,425.23,4206.19
2023-04-25,Oficina,1311.59,78.68,7044.59
2023-04-26,Electrodomesticos,3919.64,1702.12,2653.28
2023-04-26,Ropa,3033.37,1217.41,523.93
2023-04-26,Ferreteria,680.02,436.62,8829.73
2023-04-26,Jugueteria,974.47,899.61,2224.95
2023-04-26,Oficina,5357.56,1528.2,800.89
2023-04-27,Electrodomesticos,9115.06,1366.83,1463.66
2023-04-27,Ropa,5096.3,883.09,3560.04
2023-04-27,Ferreteria,1339.17,4847.31,7633.79
2023-04-27,Jugueteria,242.09,64.55,6609.77
2023-04-27,Oficina,3018.41,1464.18,421.45
2023-04-28,Electrodomesticos,3456.69,3260.96,5614.85
2023-04-28,Ropa,5457.68,366.29,2438.3
2023-04-28,Ferreteria,5928.68,326.26,1440.8
2023-04-28,Jugueteria,103.16,1949.29,1706.54
2023-04-28,Oficina,866.52,904.12,4326.74
2023-04-29,Electrodomesticos,1757.64,5198.15,7309.35
2023-04-29,Ropa,887.67,953.17,4208.71
2023-04-29,Ferreteria,6894.12,2753.75,236.36
2023-04-29,Jugueteria,6190.84,13.17,6484.57
2023-04-29,Oficina,3087.08,179.9,102.33
2023-04-30,Electrodomesticos,10091.01,1567.57,3176.91
2023-04-30,Ropa,385.65,732.11,3802.67
2023-04-30,Ferreteria,5700.01,2456.91,4567.67
2023-04-30,Jugueteria,306.98,761.38,1914.33
2023-04-30,Oficina,441.67,1696.58,3516.67
2023-05-01,Electrodomesticos,5150.88,2097.8,7760.12
2023-05-01,Ropa,501.71,320.86,1586.48
2023-05-01,Ferreteria,3607.09,3179.5,8412.47
2023-05-01,Jugueteria,2356.71,3078.43,63.45
2023-05-01,Oficina,5636.15,308.94,772.48
2023-05-02,Electrodomesticos,5703.99,2354,8440.27
2023-05-02,Ropa,3628.63,1166.39,2067.97
2023-05-02,Ferreteria,4680.67,1751.41,169.61
2023-05-02,Jugueteria,82.74,1567.26,3067.13
2023-05-02,Oficina,917.21,315.68,1980.73
2023-05-03,Electrodomesticos,2951.51,806.77,352.27
2023-05-03,Ropa,2190.82,425.94,1624.07
2023-05-03,Ferreteria,1071.41,1002.58,3619.23
2023-05-03,Jugueteria,1499.13,8975.48,3752.36
2023-05-03,Oficina,11847.97,116.46,8276.98
2023-05-04,Electrodomesticos,2029.64,1434.51,7004.99
2023-05-04,Ropa,2544.69,4098.53,1142.65
2023-05-04,Ferreteria,21.65,268.26,1244.84
2023-05-04,Jugueteria,10863.87,656.12,5569.03
2023-05-04,Oficina,980.05,3300.63,2116.78
2023-05-05,Electrodomesticos,720.72,1993.59,8967.25
2023-05-05,Ropa,930.28,1582.62,842.25
2023-05-05,Ferreteria,6816.41,359.98,1668.55
2023-05-05,Jugueteria,729.89,3025.13,2537.9
2023-05-05,Oficina,5041.25,291.47,1417.24
2023-05-06,Electrodomesticos,4423.26,365.9,2427.9
2023-05-06,Ropa,7014.93,4005.27,2065.84
2023-05-06,Ferreteria,329.1,1164.51,6229.47
2023-05-06,Jugueteria,656.53,947.33,3963.91
2023-05-06,Oficina,3640.11,825.51,2052.96
2023-05-07,Electrodomesticos,1403.33,777.85,1861.25
2023-05-07,Ropa,2169.95,824.18,2999.78
2023-05-07,Ferreteria,1173.39,2359.17,3068.2
2023-05-07,Jugueteria,1219.53,543.87,987.84
2023-05-07,Oficina,4225.73,778.9,616.47
2023-05-08,Electrodomesticos,958.92,1952.89,3475.58
2023-05-08,Ropa,3203.85,3187.62,1743.27
2023-05-08,Ferreteria,4590.49,1237.84,2310.28
2023-05-08,Jugueteria,205.15,144.88,7.91
2023-05-08,Oficina,4057.34,1017.47,5435.8
2023-05-09,Electrodomesticos,380.2,1434.46,338.49
2023-05-09,Ropa,2616.92,547.15,7531.48
2023-05-09,Ferreteria,6720.11,2555.01,1320.43
2023-05-09,Jugueteria,6561.93,2211.53,1019.68
2023-05-09,Oficina,322.58,1243.04,5197.38
2023-05-10,Electrodomesticos,1786.27,145.65,6894.43
2023-05-10,Ropa,3495.92,1111.13,921.39
2023-05-10,Ferreteria,528.03,2098.22,3419.69
2023-05-10,Jugueteria,2788.44,267.55,107.27
2023-05-10,Oficina,4302.12,2962.21,1194.18
2023-05-11,Electrodomesticos,11584.43,3322.31,8918.82
2023-05-11,Ropa,801.51,804.22,3665.99
2023-05-11,Ferreteria,64.27,2160.11,1080.05
2023-05-11,Jugueteria,1503.03,828.57,120.94
2023-05-11,Oficina,2226.91,235.93,3808.88
2023-05-12,Electrodomesticos,4195.32,2763.39,2836.91
2023-05-12,Ropa,2124.63,1742.57,9741.3
2023-05-12,Ferreteria,5324.78,1513.44,1299.47
2023-05-12,Jugueteria,1908.08,243.81,730.17
2023-05-12,Oficina,734.88,753.31,889.45
2023-05-13,Electrodomesticos,567.64,4047.24,392.16
2023-05-13,Ropa,3265.25,344.83,2432.03
2023-05-13,Ferreteria,4818.24,94.94,4011.83
2023-05-13,Jugueteria,352.08,410.3,3973.29
2023-05-13,Oficina,2351.53,556.86,52.26
2023-05-14,Electrodomesticos,1072.23,2592.69,2105.7
2023-05-14,Ropa,7325.5,1769.07,2297.1
2023-05-14,Ferreteria,607.71,29.63,1461.7
2023-05-14,Jugueteria,3681.98,29.54,6076.17
2023-05-14,Oficina,295.4,1417.22,625.74
2023-05-15,Electrodomesticos,6997.1,2854.26,6372.22
2023-05-15,Ropa,2314.89,381.29,638.66
2023-05-15,Ferreteria,3539.26,2682.43,1013.4
2023-05-15,Jugueteria,1605.06,782.14,764.96
2023-05-15,Oficina,1243.34,1168.12,7225.07
2023-05-16,Electrodomesticos,3887.74,472.5,7077.45
2023-05-16,Ropa,3007.49,111.03,2686.01
2023-05-16,Ferreteria,2533.26,2965.75,2130.32
2023-05-16,Jugueteria,5695.7,3272.51,58.26
2023-05-16,Oficina,784.54,529.25,5430.46
2023-05-17,Electrodomesticos,960.32,313.55,8199.43
2023-05-17,Ropa,2891.86,3354.04,3688.84
2023-05-17,Ferreteria,1978.33,1794.88,649.39
2023-05-17,Jugueteria,393.94,1356.83,751.77
2023-05-17,Oficina,9518.8,652.56,1344.87
2023-05-18,Electrodomesticos,3182.32,941.25,1607.64
2023-05-18,Ropa,1691.92,2690.79,811.51
2023-05-18,Ferreteria,8359.08,1305.47,4813.69
2023-05-18,Jugueteria,162.43,1923.98,4733.27
2023-05-18,Oficina,3136.26,1487.08,3762.17
2023-05-19,Electrodomesticos,1875.24,4967.98,22.32
2023-05-19,Ropa,2783.71,394.23,11196.85
2023-05-19,Ferreteria,1498.59,1891.58,1849.27
2023-05-19,Jugueteria,9420.49,729.29,131.31
2023-05-19,Oficina,943,1105.45,4555.59
2023-05-20,Electrodomesticos,4658.66,299.61,3566.7
2023-05-20,Ropa,2754.14,935.33,2963.4
2023-05-20,Ferreteria,154.65,25.63,1321.77
2023-05-20,Jugueteria,4234.73,4441.78,5263.83
2023-05-20,Oficina,2512,978.1,1175.27
2023-05-21,Electrodomesticos,6667.05,176.2,2543.01
2023-05-21,Ropa,3912.36,3738.42,8384.9
2023-05-21,Ferreteria,2332.73,1021.78,4283.29
2023-05-21,Jugueteria,5130.47,368.36,327.29
2023-05-21,Oficina,922.86,5786.85,4940.27
2023-05-22,Electrodomesticos,2227.89,625.83,4548.93
2023-05-22,Ropa,978.09,314.02,3422.4
2023-05-22,Ferreteria,9703.42,166.26,1270.22
2023-05-22,Jugueteria,721.58,3700.47,3419.7
2023-05-22,Oficina,44.64,3022.22,154.22
2023-05-23,Electrodomesticos,1410.41,19.36,877.89
2023-05-23,Ropa,2497.33,588.44,6034.71
2023-05-23,Ferreteria,102.92,2866.75,126.5
2023-05-23,Jugueteria,2930.47,387.91,1519.11
2023-05-23,Oficina,7417.52,2020.83,5894.25
2023-05-24,Electrodomesticos,2255.22,467.21,3604.02
2023-05-24,Ropa,1803.32,1162.44,539.8
2023-05-24,Ferreteria,5773.08,3938.01,3751.87
2023-05-24,Jugueteria,5873.03,702.38,8043.96
2023-05-24,Oficina,3214.58,2257.4,2322.21
2023-05-25,Electrodomesticos,2391.42,774.6,7068.21
2023-05-25,Ropa,1709.48,135.78,8430.04
2023-05-25,Ferreteria,34.26,600.72,547.66
2023-05-25,Jugueteria,2381.8,2472.02,292.37
2023-05-25,Oficina,11544.98,4853.27,1060.94
2023-05-26,Electrodomesticos,5605.26,2647.48,2116.35
2023-05-26,Ropa,1369.6,251.3,571
2023-05-26,Ferreteria,542.44,601.8,924.34
2023-05-26,Jugueteria,5041.03,2525.56,9051.23
2023-05-26,Oficina,4480.56,1145.96,4194.93
2023-05-27,Electrodomesticos,5311.14,1865.84,2843.09
2023-05-27,Ropa,3234.28,1874.76,3840.6
2023-05-27,Ferreteria,1262.43,91.91,8.52
2023-05-27,Jugueteria,166.2,522.47,490.71
2023-05-27,Oficina,1028.22,812.73,3672.09
2023-05-28,Electrodomesticos,1365.12,4805.08,4354.65
2023-05-28,Ropa,2604.78,3780.22,6651.34
2023-05-28,Ferreteria,1302.28,909.84,3055.87
2023-05-28,Jugueteria,7177.5,166.35,2826.7
2023-05-28,Oficina,6745.15,857.65,1758.63
2023-05-29,Electrodomesticos,1456.09,1463.46,6656.21
2023-05-29,Ropa,3516.19,4475.34,7499.52
2023-05-29,Ferreteria,2160.77,666.07,2357.9
2023-05-29,Jugueteria,9212.31,704.26,1848.5
2023-05-29,Oficina,797.05,1880.97,203
2023-05-30,Electrodomesticos,3785.69,2261.44,5269.81
2023-05-30,Ropa,11135.14,700.67,3751.13
2023-05-30,Ferreteria,609.75,502.49,1940.69
2023-05-30,Jugueteria,713.85,2161.09,2357.31
2023-05-30,Oficina,3744.04,4857.8,7595.97
2023-05-31,Electrodomesticos,4326.93,1513.44,5035.91
2023-05-31,Ropa,1932.2,3732.95,472.98
2023-05-31,Ferreteria,2695.38,483.91,4531.31
2023-05-31,Jugueteria,685.08,499.09,1708.51
2023-05-31,Oficina,1854.89,1.83,268.88
2023-06-01,Electrodomesticos,542.79,1960.13,1383.15
2023-06-01,Ropa,1770.67,1151.02,4304.09
2023-06-01,Ferreteria,1530.52,1625.82,8297.74
2023-06-01,Jugueteria,2685.6,703.79,425.01
2023-06-01,Oficina,12151.68,2797.39,3486.33
2023-06-02,Electrodomesticos,490.38,199.93,4113.87
2023-06-02,Ropa,1258.16,828.81,1172.93
2023-06-02,Ferreteria,2344.15,3191.34,5128.6
2023-06-02,Jugueteria,7181.9,601.87,395.8
2023-06-02,Oficina,350.34,622.47,994.4
2023-06-03,Electrodomesticos,9895.36,1121.33,2.61
2023-06-03,Ropa,334.63,326.33,3708.1
2023-06-03,Ferreteria,2594.46,1319.95,1622.85
2023-06-03,Jugueteria,2399.94,3552.35,431.42
2023-06-03,Oficina,931.21,2327.3,11292.68
2023-06-04,Electrodomesticos,698.24,204.21,787.33
2023-06-04,Ropa,990.31,67.17,2978.17
2023-06-04,Ferreteria,3278,2144.81,1125.92
2023-06-04,Jugueteria,5074.76,3719.8,3235.2
2023-06-04,Oficina,1196.89,335.49,3775.96
2023-06-05,Electrodomesticos,9075.09,1386.9,3250.97
2023-06-05,Ropa,4165.99,352.75,881.39
2023-06-05,Ferreteria,1909.2,2781.91,121.7
2023-06-05,Jugueteria,960.04,1230.68,4894.33
2023-06-05,Oficina,2369.76,3649.24,8757.07
2023-06-06,Electrodomesticos,6323.52,1719.82,7580.16
2023-06-06,Ropa,388.55,87.33,300.7
2023-06-06,Ferreteria,1347.3,814.69,5362.89
2023-06-06,Jugueteria,7835.29,3302.23,2321.06
2023-06-06,Oficina,2178.53,2327.06,3487.49
2023-06-07,Electrodomesticos,5504.71,1265.6,3340.03
2023-06-07,Ropa,1200.13,1411.19,2703.7
2023-06-07,Ferreteria,335.7,1174.38,3969.03
2023-06-07,Jugueteria,264.4,1295.51,3382.17
2023-06-07,Oficina,8386.07,1224.61,3036.36
2023-06-08,Electrodomesticos,483.81,1530.51,237.96
2023-06-08,Ropa,585.12,2846.4,3091.26
2023-06-08,Ferreteria,7648.43,925.99,2162.28
2023-06-08,Jugueteria,1130.37,1294.56,5148.78
2023-06-08,Oficina,4224.1,1030.42,2422.62
2023-06-09,Electrodomesticos,2539.79,642.39,2008.29
2023-06-09,Ropa,1398.66,1063.08,5726.87
2023-06-09,Ferreteria,4727,154.86,2441.8
2023-06-09,Jugueteria,1847.15,1077.81,853.54
2023-06-09,Oficina,179.07,1355.39,443.68
2023-06-10,Electrodomesticos,2775.53,596.73,2336.46
2023-06-10,Ropa,4300.65,1515.86,3357.98
2023-06-10,Ferreteria,5498.52,1747.32,4380.47
2023-06-10,Jugueteria,90.58,1570.88,846.45
2023-06-10,Oficina,4309.01,2624.12,5853.72
2023-06-11,Electrodomesticos,4837.87,394.05,1834.18
2023-06-11,Ropa,3804.43,3310.55,2730.13
2023-06-11,Ferreteria,1988.9,1056.29,3510.17
2023-06-11,Jugueteria,1696.37,328.62,5693.28
2023-06-11,Oficina,2207.86,2266.98,728.16
2023-06-12,Electrodomesticos,2580.65,921.19,1480.04
2023-06-12,Ropa,5423.02,278.23,6837.46
2023-06-12,Ferreteria,2030.98,829.36,5341.77
2023-06-12,Jugueteria,4629.39,2534.02,1512.82
2023-06-12,Oficina,2556.52,5501.28,1870.64
2023-06-13,Electrodomesticos,703.16,1925.62,8698.8
2023-06-13,Ropa,6902.11,9.8,435.38
2023-06-13,Ferreteria,3353.22,2959.2,3153.4
2023-06-13,Jugueteria,3334.98,767.76,1590.94
2023-06-13,Oficina,4370.35,2137.21,5038.56
2023-06-14,Electrodomesticos,2624.51,128.61,3715.8
2023-06-14,Ropa,6001.08,1937.9,349.7
2023-06-14,Ferreteria,7990.97,76.68,10861
2023-06-14,Jugueteria,2173.5,6561.41,1581.55
2023-06-14,Oficina,965.16,801.38,3725.91
2023-06-15,Electrodomesticos,299.06,1634.58,1426.47
2023-06-15,Ropa,4230.94,472.43,2198.6
2023-06-15,Ferreteria,1016.26,211.77,10993.15
2023-06-15,Jugueteria,45.85,3878.42,3847.74
2023-06-15,Oficina,12965.92,1316.25,85.32
2023-06-16,Electrodomesticos,1053.16,1363.25,450.74
2023-06-16,Ropa,132.62,225.55,512.5
2023-06-16,Ferreteria,2530.6,1090.95,5450.92
2023-06-16,Jugueteria,5586.9,1750.61,2506.6
2023-06-16,Oficina,813.86,309.75,1938.55
2023-06-17,Electrodomesticos,198.36,1435.86,245.95
2023-06-17,Ropa,571.3,249.9,5548.71
2023-06-17,Ferreteria,2196.18,240.32,683.05
2023-06-17,Jugueteria,9901.98,3341.53,548.79
2023-06-17,Oficina,731.96,1864.74,6920.71
2023-06-18,Electrodomesticos,8686.32,247.66,19.61
2023-06-18,Ropa,75.45,1731.93,253.85
2023-06-18,Ferreteria,3056.89,400,9779.2
2023-06-18,Jugueteria,5169.85,3697.05,1125.19
2023-06-18,Oficina,311.4,1808.89,5781
2023-06-19,Electrodomesticos,1783.79,2692.91,2939.91
2023-06-19,Ropa,5403.65,975.69,326.93
2023-06-19,Ferreteria,326.62,398.67,4351.12
2023-06-19,Jugueteria,2445.77,251.84,638.29
2023-06-19,Oficina,1756.47,858.91,3264.83
2023-06-20,Electrodomesticos,810.75,1793.72,1597.91
2023-06-20,Ropa,24.64,2181.56,2622.88
2023-06-20,Ferreteria,36.94,300.96,9741.2
2023-06-20,Jugueteria,3007.88,1236.82,999.91
2023-06-20,Oficina,11330.16,923.06,1194.06
2023-06-21,Electrodomesticos,2742.03,539.79,641.57
2023-06-21,Ropa,3323.38,1861.38,856.66
2023-06-21,Ferreteria,1806.39,746.4,1593.46
2023-06-21,Jugueteria,2313.21,1770.57,2986.16
2023-06-21,Oficina,358.37,516.21,4145.42
2023-06-22,Electrodomesticos,2403.61,3114.29,158.46
2023-06-22,Ropa,1641.83,558.25,2635.13
2023-06-22,Ferreteria,7253.32,1275.02,2252.15
2023-06-22,Jugueteria,405.66,175.92,2305.25
2023-06-22,Oficina,295.55,1345.15,3956.47
2023-06-23,Electrodomesticos,228.19,336.72,2732.5
2023-06-23,Ropa,5682.9,3325.39,1356.61
2023-06-23,Ferreteria,2590.79,531.44,185.19
2023-06-23,Jugueteria,310.44,991.53,3042.38
2023-06-23,Oficina,1372.9,257.81,1970.98
2023-06-24,Electrodomesticos,2105.95,3292.79,1143.49
2023-06-24,Ropa,647.79,2717.47,418.63
2023-06-24,Ferreteria,697.3,469.55,5264.62
2023-06-24,Jugueteria,13051.34,4030.65,12021.36
2023-06-24,Oficina,1434.6,68.27,437.83
2023-06-25,Electrodomesticos,9443.96,1518.91,3229.08
2023-06-25,Ropa,261.66,665.84,30.29
2023-06-25,Ferreteria,2055.65,1962.57,110.74
2023-06-25,Jugueteria,462.01,681.23,4713.03
2023-06-25,Oficina,15.97,73.77,5180.65
2023-06-26,Electrodomesticos,3015.71,238.94,1111.08
2023-06-26,Ropa,451.91,4818.55,1535.97
2023-06-26,Ferreteria,4784.63,378.31,3908.23
2023-06-26,Jugueteria,4476.27,162.51,5040.8
2023-06-26,Oficina,725,1524.51,835.29
2023-06-27,Electrodomesticos,7802.44,77.49,5984.75
2023-06-27,Ropa,3503.98,115.45,874.97
2023-06-27,Ferreteria,970.97,593.28,2313.88
2023-06-27,Jugueteria,3390.18,81.58,4951.63
2023-06-27,Oficina,3613.24,9159.74,4517.29
2023-06-28,Electrodomesticos,1552.05,2150.93,4554.44
2023-06-28,Ropa,1744.91,1342.2,7234.24
2023-06-28,Ferreteria,1648.38,2994.53,338.48
2023-06-28,Jugueteria,3552.2,1988.56,2219.68
2023-06-28,Oficina,8546.6,348.35,1590.7
2023-06-29,Electrodomesticos,501.35,402.06,153.01
2023-06-29,Ropa,5485.84,3279.22,417.46
2023-06-29,Ferreteria,73.92,666.21,3526
2023-06-29,Jugueteria,2846.48,962.31,4063.47
2023-06-29,Oficina,1410.8,804.4,1365.79
2023-06-30,Electrodomesticos,3490.91,71.67,1103.47
2023-06-30,Ropa,2845.85,1635.34,1036.25
2023-06-30,Ferreteria,1457.48,1041.68,5322.75
2023-06-30,Jugueteria,2300.38,1512.1,4709.51
2023-06-30,Oficina,1552.32,437.29,406.41
2023-07-01,Electrodomesticos,6332.29,872.61,1036.2
2023-07-01,Ropa,2452.93,357.45,580.52
2023-07-01,Ferreteria,2810.16,908.96,4595.33
2023-07-01,Jugueteria,1094.28,1770.3,5611.24
2023-07-01,Oficina,3525.12,4835.26,2954.47
2023-07-02,Electrodomesticos,2683.04,3086,5115.53
2023-07-02,Ropa,6402.5,2110.49,3671.84
2023-07-02,Ferreteria,1382.6,1525.91,2760.3
2023-07-02,Jugueteria,1291.73,316.09,1338.18
2023-07-02,Oficina,4012.42,1837.14,4402.11
2023-07-03,Electrodomesticos,6406.9,185.95,4225.06
2023-07-03,Ropa,3593.08,962.92,3181.09
2023-07-03,Ferreteria,1624.29,1445.67,440.78
2023-07-03,Jugueteria,460.47,3230.61,2905.29
2023-07-03,Oficina,294.19,388.59,627.61
2023-07-04,Electrodomesticos,1173.99,755.89,335.75
2023-07-04,Ropa,2295.94,302.03,3473.87
2023-07-04,Ferreteria,4800.37,3143.91,4223.66
2023-07-04,Jugueteria,2386.68,2597.51,11041.23
2023-07-04,Oficina,8685.16,2229.44,1673.69
2023-07-05,Electrodomesticos,168.94,190.53,1939.51
2023-07-05,Ropa,938.83,2627.44,453.79
2023-07-05,Ferreteria,1947.18,865.2,3576.76
2023-07-05,Jugueteria,4059.37,411.69,5780.04
2023-07-05,Oficina,9025.34,4913.78,4604.24
2023-07-06,Electrodomesticos,2201.89,589.64,593.64
2023-07-06,Ropa,1593.4,1723.25,1551.89
2023-07-06,Ferreteria,326.32,1852.18,8352.27
2023-07-06,Jugueteria,8795.8,594.99,2054.34
2023-07-06,Oficina,2438.92,1681.13,2398.53
2023-07-07,Electrodomesticos,2034.32,82.72,4593.76
2023-07-07,Ropa,9859.24,0.11,3494.25
2023-07-07,Ferreteria,3.83,3236.12,449.98
2023-07-07,Jugueteria,377.26,818.81,1872.83
2023-07-07,Oficina,3624.45,3627.47,4986.96
2023-07-08,Electrodomesticos,3436.83,2907.72,3331.74
2023-07-08,Ropa,3081.66,2391.61,2467.57
2023-07-08,Ferreteria,1618.21,1487.59,1716.46
2023-07-08,Jugueteria,8104.34,361.32,6173.49
2023-07-08,Oficina,1060.18,1571.41,4502.5
2023-07-09,Electrodomesticos,3938.16,1396.49,7806.03
2023-07-09,Ropa,279.88,2142.76,75.5
2023-07-09,Ferreteria,2254.7,1159.14,3658.33
2023-07-09,Jugueteria,5480.53,2114.58,170.02
2023-07-09,Oficina,1166.18,255.68,923.03
2023-07-10,Electrodomesticos,6787.46,1044.04,6379.38
2023-07-10,Ropa,2736.51,2555.35,3825.45
2023-07-10,Ferreteria,799.32,293.27,2779.01
2023-07-10,Jugueteria,3454.24,308.17,1307.36
2023-07-10,Oficina,204.68,1646.21,130.94
2023-07-11,Electrodomesticos,5462.75,2330.3,1702.1
2023-07-11,Ropa,75.03,397.42,3701.8
2023-07-11,Ferreteria,4022.8,561.56,3102.89
2023-07-11,Jugueteria,432.72,1392.72,3459.77
2023-07-11,Oficina,2105.14,708.48,173.8
2023-07-12,Electrodomesticos,0.33,797.51,2555.49
2023-07-12,Ropa,1360.2,559.3,1528.3
2023-07-12,Ferreteria,6411.24,1211.23,43.16
2023-07-12,Jugueteria,3523.95,1524.62,7137.86
2023-07-12,Oficina,566.21,1625.51,561.45
2023-07-13,Electrodomesticos,2047.28,3355.59,1312.88
2023-07-13,Ropa,1927.04,3365.29,9939.32
2023-07-13,Ferreteria,3436.4,2119.4,3028.88
2023-07-13,Jugueteria,4512.07,99.38,6680.38
2023-07-13,Oficina,7520.93,1261.66,42.28
2023-07-14,Electrodomesticos,2831.73,144.68,2168.27
2023-07-14,Ropa,2049.26,1265.86,96.57
2023-07-14,Ferreteria,640.2,4162.65,903.07
2023-07-14,Jugueteria,6728.43,1996.65,831.62
2023-07-14,Oficina,5145.89,2474.19,13586.09
2023-07-15,Electrodomesticos,3061.37,566.78,985.52
2023-07-15,Ropa,4257.69,826.62,5002.16
2023-07-15,Ferreteria,6375.51,484.65,1494.24
2023-07-15,Jugueteria,1049.35,5033.29,5422.29
2023-07-15,Oficina,160.67,895.17,2974.73
2023-07-16,Electrodomesticos,967.44,2231.94,182.26
2023-07-16,Ropa,2292.75,410.95,3030.11
2023-07-16,Ferreteria,1688.48,357.58,815.49
2023-07-16,Jugueteria,2987.03,1153.61,2427.49
2023-07-16,Oficina,4338.45,1083.2,6372.54
2023-07-17,Electrodomesticos,1709.52,915.65,3130.23
2023-07-17,Ropa,367.71,2109.36,2689.57
2023-07-17,Ferreteria,4849.12,872.06,570.53
2023-07-17,Jugueteria,2182.24,3362.1,1006.24
2023-07-17,Oficina,3434.97,218.25,3989.37
2023-07-18,Electrodomesticos,1927.34,762.78,124.33
2023-07-18,Ropa,5449.76,2148.57,1377.95
2023-07-18,Ferreteria,553.08,1793.97,202.39
2023-07-18,Jugueteria,1930.79,247.22,8488.36
2023-07-18,Oficina,719.32,1124.33,965.18
2023-07-19,Electrodomesticos,1605.7,819.26,4518.21
2023-07-19,Ropa,836.46,2213.1,303.93
2023-07-19,Ferreteria,1345.32,308.08,8486.69
2023-07-19,Jugueteria,9452.26,2459.06,111.91
2023-07-19,Oficina,1104.43,1380.39,111.17
2023-07-20,Electrodomesticos,951.19,1181.23,5532.78
2023-07-20,Ropa,2947.73,5057.11,4785.08
2023-07-20,Ferreteria,1005.44,764.91,909.71
2023-07-20,Jugueteria,2160.39,606.93,905.08
2023-07-20,Oficina,6053.21,56.87,2043.01
2023-07-21,Electrodomesticos,713.32,4709.62,5675.77
2023-07-21,Ropa,1515.35,1616.4,1940.78
2023-07-21,Ferreteria,2568.2,1733.59,3527.35
2023-07-21,Jugueteria,2148.67,290.62,3983.8
2023-07-21,Oficina,10017.89,271.88,285.02
