DATE,SALES_REGION,REVENUE,COGS,FORECASTED_REVENUE
2023-04-08,Zona Llanos,296.41,1974.58,2273.37
2023-04-08,Zona Sur,2442.44,1425.87,1798.47
2023-04-08,Zona Oriente,4441.68,27.26,1683.82
2023-04-09,Zona Norte,5820.91,357.72,4378.58
2023-04-09,Zona Occidente,489.77,509.51,6238.04
2023-04-09,Zona Llanos,1801.31,1513.28,2077.35
2023-04-09,Zona Sur,6433.68,1708.01,1515.17
2023-04-09,Zona Oriente,3743.73,5966.22,5188.21
2023-04-10,Zona Norte,3365.67,652.77,865.09
2023-04-10,Zona Occidente,818.03,1277.08,5638.49
2023-04-10,Zona Llanos,1155.74,1049.31,959.99
2023-04-10,Zona Sur,3770.46,965.24,145.15
2023-04-10,Zona Oriente,937.05,552.23,1753.33
2023-04-11,Zona Norte,4205.18,226.8,653.77
2023-04-11,Zona Occidente,2095.34,2341.26,1150.2
2023-04-11,Zona Llanos,4667.15,724.13,633.25
2023-04-11,Zona Sur,3601.38,3076.92,7965.27
2023-04-11,Zona Oriente,2209.12,918.83,6730.41
2023-04-12,Zona Norte,1630.94,238.81,1680.29
2023-04-12,Zona Occidente,1867.15,1538.16,4144.19
2023-04-12,Zona Llanos,4326.39,3547.24,656.18
2023-04-12,Zona Sur,2313.69,320.01,2710.99
2023-04-12,Zona Oriente,2561.91,577.02,2532.2
2023-04-13,Zona Norte,8582.11,805.33,3439.17
2023-04-13,Zona Occidente,171.59,3997.71,10013.97
2023-04-13,Zona Llanos,508.88,432.9,770.05
2023-04-13,Zona Sur,937.79,1522.26,2073.89
2023-04-13,Zona Oriente,7151.57,1239.2,1845.72
2023-04-14,Zona Norte,2743.15,5304.41,4189.07
2023-04-14,Zona Occidente,8801.93,2093.05,960.43
2023-04-14,Zona Llanos,1324.5,1035.09,1421.19
2023-04-14,Zona Sur,3336.56,303.96,1355.09
2023-04-14,Zona Oriente,3415.75,2405.54,12235.56
2023-04-15,Zona Norte,3461.65,457.29,6051.4
2023-04-15,Zona Occidente,323.58,1847.22,3646.78
2023-04-15,Zona Llanos,3972.87,438.41,1229.33
2023-04-15,Zona Sur,1015.95,1229.58,1378.47
2023-04-15,Zona Oriente,3713.48,1616.27,960.62
2023-04-16,Zona Norte,3527,2999.39,2836.06
2023-04-16,Zona Occidente,4293.54,3062.45,700.48
2023-04-16,Zona Llanos,1038.82,1434.01,1451.07
2023-04-16,Zona Sur,872.82,311.8,939.77
2023-04-16,Zona Oriente,6029.39,80.67,9769.21
2023-04-17,Zona Norte,10972.67,2877.17,8832.26
2023-04-17,Zona Occidente,1046.39,920.26,1079.26
2023-04-17,Zona Llanos,1625.67,265.2,4244.85
2023-04-17,Zona Sur,357.05,3718.57,2971.46
2023-04-17,Zona Oriente,1918.64,1588.23,113.55
2023-04-18,Zona Norte,1246.6,3141.54,5928.77
2023-04-18,Zona Occidente,5810.13,912.88,2557.74
2023-04-18,Zona Llanos,333.91,3189.56,1978.87
2023-04-18,Zona Sur,5757.63,839.43,886.44
2023-04-18,Zona Oriente,2574.25,199.21,2953.63
2023-04-19,Zona Norte,356.18,2193.99,1678.53
2023-04-19,Zona Occidente,9318.2,62.12,3753.76
2023-04-19,Zona Llanos,1620.18,133.15,1526.28
2023-04-19,Zona Sur,804.41,3629.23,1833.52
2023-04-19,Zona Oriente,131.85,995.37,2932.1
2023-04-20,Zona Norte,2654.74,6349.65,4224.88
2023-04-20,Zona Occidente,6668.91,2203.27,8274.46
2023-04-20,Zona Llanos,1984.38,1644.31,1461.95
2023-04-20,Zona Sur,5925.15,1094.55,1774.93
2023-04-20,Zona Oriente,2294.31,191.2,4631.16
2023-04-21,Zona Norte,320.28,194.49,8243.62
2023-04-21,Zona Occidente,3754.27,1594.81,410.56
2023-04-21,Zona Llanos,3106.32,1016.89,390.37
2023-04-21,Zona Sur,1987.79,4409.43,2686.13
2023-04-21,Zona Oriente,5302.59,745.78,2503.56
2023-04-22,Zona Norte,1772.1,3559.41,2160.44
2023-04-22,Zona Occidente,10749.56,5097.61,80.46
2023-04-22,Zona Llanos,3484.87,956.35,3039.05
2023-04-22,Zona Sur,1591.65,77.9,4245.72
2023-04-22,Zona Oriente,865.91,277.77,7730.69
2023-04-23,Zona Norte,2469.43,378.51,2844.1
2023-04-23,Zona Occidente,5704.87,2541.64,2932.26
2023-04-23,Zona Llanos,2226.74,2668.72,4276.89
2023-04-23,Zona Sur,3991.72,4128.11,3920.85
2023-04-23,Zona Oriente,2602.03,371.01,1685.62
2023-04-24,Zona Norte,6684.87,608.41,355.09
2023-04-24,Zona Occidente,1188.62,2341.19,5400.09
2023-04-24,Zona Llanos,3367.78,1328.24,2952.85
2023-04-24,Zona Sur,1617.72,1597.49,107.66
2023-04-24,Zona Oriente,115.38,1894.76,4982.13
2023-04-25,Zona Norte,66.01,142.69,1700.53
2023-04-25,Zona Occidente,2737.05,891.26,1282.88
2023-04-25,Zona Llanos,5333.36,3087.47,2462.4
2023-04-25,Zona Sur,9837.58,1479.23,3788.34
2023-04-25,Zona Oriente,163.98,3293.57,8806.4
2023-04-26,Zona Norte,4549.67,1055.9,113.26
2023-04-26,Zona Occidente,3455.87,2680.89,1561.06
2023-04-26,Zona Llanos,3308.24,1109.4,177.37
2023-04-26,Zona Sur,1645.92,775.95,7957.79
2023-04-26,Zona Oriente,1005.36,161.82,5223.3
2023-04-27,Zona Norte,3563.92,2121.92,1182.46
2023-04-27,Zona Occidente,504.96,4779.14,5498.32
2023-04-27,Zona Llanos,756.09,1544.2,3760.85
2023-04-27,Zona Sur,414.61,82,4044.81
2023-04-27,Zona Oriente,13571.45,98.7,5202.27
2023-04-28,Zona Norte,1563.43,674.79,767.71
2023-04-28,Zona Occidente,8838.23,1769.95,4012.86
2023-04-28,Zona Llanos,4542.12,2606.92,3188.93
2023-04-28,Zona Sur,248.06,296.45,1820.63
2023-04-28,Zona Oriente,620.89,1458.81,5737.1
2023-04-29,Zona Norte,9884.67,406.46,3740.32
2023-04-29,Zona Occidente,5088.25,278.01,4169.93
2023-04-29,Zona Llanos,2944.3,1488.75,1541.57
2023-04-29,Zona Sur,876.36,4614.63,8819.52
2023-04-29,Zona Oriente,23.77,2310.29,69.98
2023-04-30,Zona Norte,6363.09,1595.58,4899.87
2023-04-30,Zona Occidente,1608.32,696.51,5496.96
2023-04-30,Zona Llanos,1034.62,432.89,2219.01
2023-04-30,Zona Sur,812.4,3750.5,1315.07
2023-04-30,Zona Oriente,7106.89,739.07,3047.34
2023-05-01,Zona Norte,2102,1301.16,386.96
2023-05-01,Zona Occidente,2223.5,135.41,4416.55
2023-05-01,Zona Llanos,5630.17,129.44,3009.16
2023-05-01,Zona Sur,4822.66,2563.39,147.54
2023-05-01,Zona Oriente,2474.21,4856.13,10634.79
2023-05-02,Zona Norte,7637.02,1446.1,2182.27
2023-05-02,Zona Occidente,611.96,3289.28,5413.34
2023-05-02,Zona Llanos,46.59,2123.8,1520.52
2023-05-02,Zona Sur,5995.2,197.04,4208.75
2023-05-02,Zona Oriente,722.47,98.52,2400.83
2023-05-03,Zona Norte,8549.74,6440.13,1300.61
2023-05-03,Zona Occidente,599.78,398.47,4943.53
2023-05-03,Zona Llanos,771.72,2242.46,456.86
2023-05-03,Zona Sur,5679.38,607.83,2487.32
2023-05-03,Zona Oriente,3960.22,1638.34,8436.59
2023-05-04,Zona Norte,782.4,611.88,2211.79
2023-05-04,Zona Occidente,6542.1,1161.03,8720.64
2023-05-04,Zona Llanos,1310.9,1572.33,1430.31
2023-05-04,Zona Sur,567.87,6198.75,2208.86
2023-05-04,Zona Oriente,7236.63,214.06,2506.69
2023-05-05,Zona Norte,164.99,1944.24,8772.23
2023-05-05,Zona Occidente,1296.22,1597.8,3338.82
2023-05-05,Zona Llanos,1935.3,116.47,2452.48
2023-05-05,Zona Sur,5681.71,915.65,184.51
2023-05-05,Zona Oriente,5160.33,2678.63,685.15
2023-05-06,Zona Norte,1505.41,2287.74,274.6
2023-05-06,Zona Occidente,1124.64,411.21,1492.74
2023-05-06,Zona Llanos,1691.88,1319.86,9782.65
2023-05-06,Zona Sur,4169.26,3073.86,3790.49
2023-05-06,Zona Oriente,7572.74,215.85,1399.6
2023-05-07,Zona Norte,50.14,88.8,2237.98
2023-05-07,Zona Occidente,5203.52,3328.27,130.7
2023-05-07,Zona Llanos,2422.38,39.65,5587.77
2023-05-07,Zona Sur,116.19,254.88,1490.21
2023-05-07,Zona Oriente,2399.7,1572.37,86.88
2023-05-08,Zona Norte,2150.61,705.13,5058.63
2023-05-08,Zona Occidente,4674.31,422.46,1136.02
2023-05-08,Zona Llanos,1211.52,3332.3,2200.33
2023-05-08,Zona Sur,1385.16,2831.22,1522.2
2023-05-08,Zona Oriente,3594.15,249.59,3055.66
2023-05-09,Zona Norte,4519.35,1130.62,9546.29
2023-05-09,Zona Occidente,5107.73,3633.89,2823.34
2023-05-09,Zona Llanos,1915,895.35,361.86
2023-05-09,Zona Sur,2741.45,407.71,2582.2
2023-05-09,Zona Oriente,2318.21,1923.62,93.77
2023-05-10,Zona Norte,133.26,337.87,1575.88
2023-05-10,Zona Occidente,2493.94,3115.57,286.45
2023-05-10,Zona Llanos,5272.38,708.79,1253.86
2023-05-10,Zona Sur,4193.96,873.77,8533.62
2023-05-10,Zona Oriente,807.24,1548.76,887.15
2023-05-11,Zona Norte,3832.75,438,5496.23
2023-05-11,Zona Occidente,2927.59,2799.91,1818.73
2023-05-11,Zona Llanos,7363.97,313.32,1660.03
2023-05-11,Zona Sur,1893.94,3316.85,6702.5
2023-05-11,Zona Oriente,161.9,483.06,1917.19
2023-05-12,Zona Norte,7370.85,1584.61,8343.32
2023-05-12,Zona Occidente,3746.57,1736.4,457.83
2023-05-12,Zona Llanos,677.78,1014.55,4369.69
2023-05-12,Zona Sur,777.67,1746.81,652.97
2023-05-12,Zona Oriente,1714.82,934.15,1673.49
2023-05-13,Zona Norte,1470.23,1210.09,918.41
2023-05-13,Zona Occidente,911.05,198.95,345.44
2023-05-13,Zona Llanos,1647.45,2901.96,3356.27
2023-05-13,Zona Sur,5066.94,219.46,1421.68
2023-05-13,Zona Oriente,2259.07,923.71,4819.77
2023-05-14,Zona Norte,1141.19,627.66,1604.56
2023-05-14,Zona Occidente,4871.87,557.55,228.54
2023-05-14,Zona Llanos,2943.53,304.46,7302.22
2023-05-14,Zona Sur,2228.32,1299.83,2341.1
2023-05-14,Zona Oriente,1797.91,3048.65,1089.99
2023-05-15,Zona Norte,593.9,1187.98,6025.71
2023-05-15,Zona Occidente,5805.98,771.45,1366.84
2023-05-15,Zona Llanos,3281.13,4528.49,1687.29
2023-05-15,Zona Sur,5162.95,248.48,6678.16
2023-05-15,Zona Oriente,855.69,1131.84,256.31
2023-05-16,Zona Norte,3480.47,1455.07,1198.62
2023-05-16,Zona Occidente,1618.49,2317.16,7377.85
2023-05-16,Zona Llanos,4010.29,2668.5,4901.02
2023-05-16,Zona Sur,522.75,120.62,3196.41
2023-05-16,Zona Oriente,6276.73,789.69,708.6
2023-05-17,Zona Norte,2148.62,589.51,3726.92
2023-05-17,Zona Occidente,195.9,483.7,2475.06
2023-05-17,Zona Llanos,937.08,4978.12,4725.29
2023-05-17,Zona Sur,10096.47,1142.42,1518.34
2023-05-17,Zona Oriente,2365.18,278.11,2188.69
2023-05-18,Zona Norte,1800.03,385.18,1865.82
2023-05-18,Zona Occidente,8179.37,750.08,1136.69
2023-05-18,Zona Llanos,1482.56,1640.67,3594.41
2023-05-18,Zona Sur,4547.08,1531.08,8953.8
2023-05-18,Zona Oriente,522.97,4041.56,177.56
2023-05-19,Zona Norte,2793.2,750.81,1458.23
2023-05-19,Zona Occidente,1581.09,1003.06,3061.52
2023-05-19,Zona Llanos,1292.47,659.66,2206.63
2023-05-19,Zona Sur,616.04,245.75,10899.58
2023-05-19,Zona Oriente,10238.23,6429.25,129.38
2023-05-20,Zona Norte,508.8,217.09,1084.85
2023-05-20,Zona Occidente,877.29,1376.22,2368.51
2023-05-20,Zona Llanos,1827.2,1814.51,38.41
2023-05-20,Zona Sur,541.95,2589.92,4506.29
2023-05-20,Zona Oriente,10558.94,682.71,6292.91
2023-05-21,Zona Norte,8228.67,4099.76,2506.44
2023-05-21,Zona Occidente,1966.94,2770.3,2495.36
2023-05-21,Zona Llanos,2313.07,576.07,9691.46
2023-05-21,Zona Sur,218.67,725.32,4372.56
2023-05-21,Zona Oriente,6238.12,2920.16,1412.94
2023-05-22,Zona Norte,4747.58,7.41,1622.91
2023-05-22,Zona Occidente,1564.54,53,944.62
2023-05-22,Zona Llanos,2029.92,114.72,1295.31
2023-05-22,Zona Sur,3371.82,3038.84,4673.72
2023-05-22,Zona Oriente,1961.76,4614.83,4278.91
2023-05-23,Zona Norte,629.14,3607.67,1294.09
2023-05-23,Zona Occidente,696.18,12.54,3310.39
2023-05-23,Zona Llanos,1436.15,1632.78,8407.24
2023-05-23,Zona Sur,10269.84,518.91,1333.18
2023-05-23,Zona Oriente,1327.34,111.39,107.56
2023-05-24,Zona Norte,326.17,612.09,1690.68
2023-05-24,Zona Occidente,15860.96,385.91,14785.94
2023-05-24,Zona Llanos,2074.96,4465.14,108.46
2023-05-24,Zona Sur,230.88,2048.15,678.19
2023-05-24,Zona Oriente,426.26,1016.15,998.59
2023-05-25,Zona Norte,592.59,501.84,3197.89
2023-05-25,Zona Occidente,3174.66,5838.16,10044.51
2023-05-25,Zona Llanos,1448.63,72.81,2316.36
2023-05-25,Zona Sur,7869.28,2182.5,241.85
2023-05-25,Zona Oriente,4976.78,241.08,1598.61
2023-05-26,Zona Norte,1029.8,451.8,7236.29
2023-05-26,Zona Occidente,11384.07,1792.76,934.45
2023-05-26,Zona Llanos,2922.83,663.81,1660.88
2023-05-26,Zona Sur,46.83,2899.49,5215.09
2023-05-26,Zona Oriente,1655.36,1364.24,1811.14
2023-05-27,Zona Norte,3680.9,1064.15,2383.18
2023-05-27,Zona Occidente,535.63,743.77,2895.12
2023-05-27,Zona Llanos,3992.15,2643.83,3244.08
2023-05-27,Zona Sur,1458.37,306.25,1463.26
2023-05-27,Zona Oriente,1335.22,409.71,869.37
2023-05-28,Zona Norte,1413.83,5148.9,3738.58
2023-05-28,Zona Occidente,9762.54,2559.12,799.78
2023-05-28,Zona Llanos,1748.38,1275.06,888.01
2023-05-28,Zona Sur,3123.54,31.27,6625.62
2023-05-28,Zona Oriente,3146.54,1504.79,6595.2
2023-05-29,Zona Norte,3690.77,4115.62,3766.32
2023-05-29,Zona Occidente,1307.71,1835.6,4542.66
2023-05-29,Zona Llanos,7160.79,9.61,4050.1
2023-05-29,Zona Sur,3222.97,3196.83,4342.1
2023-05-29,Zona Oriente,1760.17,32.44,1863.95
2023-05-30,Zona Norte,2204.67,3054.84,732.7
2023-05-30,Zona Occidente,683.95,719.65,5320.99
2023-05-30,Zona Llanos,5339.93,2381.99,3272.32
2023-05-30,Zona Sur,8648.63,2166.38,11069.36
2023-05-30,Zona Oriente,3111.29,2160.63,519.54
2023-05-31,Zona Norte,5521.81,962.26,4038.33
2023-05-31,Zona Occidente,299.53,419.88,2279.65
2023-05-31,Zona Llanos,1494.3,883.3,1178.42
2023-05-31,Zona Sur,2296.37,294.4,1664.45
2023-05-31,Zona Oriente,1882.47,3671.38,2856.74
2023-06-01,Zona Norte,6229.97,1995.93,1942.27
2023-06-01,Zona Occidente,3258.59,678.51,2699.49
2023-06-01,Zona Llanos,4930.25,4070.93,9743.49
2023-06-01,Zona Sur,3068.99,1466.81,3299.42
2023-06-01,Zona Oriente,1193.46,25.97,211.65
2023-06-02,Zona Norte,866.85,442.86,2207.89
2023-06-02,Zona Occidente,1173.18,1457.76,6378.74
2023-06-02,Zona Llanos,1428.74,215,867.13
2023-06-02,Zona Sur,4775.69,2743.82,77.7
2023-06-02,Zona Oriente,3380.47,584.98,2274.14
2023-06-03,Zona Norte,2302.79,5018.2,1767.97
2023-06-03,Zona Occidente,3403.94,52.66,11951.96
2023-06-03,Zona Llanos,2214.46,870.55,963.53
2023-06-03,Zona Sur,4304.03,2195.13,2259.65
2023-06-03,Zona Oriente,3930.38,510.72,114.55
2023-06-04,Zona Norte,1229.1,2415.15,2023.65
2023-06-04,Zona Occidente,1581.6,155.27,738.41
2023-06-04,Zona Llanos,2718.58,1346.59,3185.44
2023-06-04,Zona Sur,3724.52,681.99,4804.73
2023-06-04,Zona Oriente,1984.4,1872.48,1150.35
2023-06-05,Zona Norte,7536.69,2541.87,887.8
2023-06-05,Zona Occidente,4860.63,2221.39,788.75
2023-06-05,Zona Llanos,4405.18,908.09,1818.27
2023-06-05,Zona Sur,763.92,3520.07,10900.99
2023-06-05,Zona Oriente,913.66,210.06,3509.65
2023-06-06,Zona Norte,892.42,537.45,2060.6
2023-06-06,Zona Occidente,7794.84,1348.57,3206.11
2023-06-06,Zona Llanos,188.23,586.47,4139.38
2023-06-06,Zona Sur,7658.13,4606,2192.41
2023-06-06,Zona Oriente,1539.57,1172.64,7453.8
2023-06-07,Zona Norte,1486.72,154.69,3463.96
2023-06-07,Zona Occidente,4872,1116.42,6215.67
2023-06-07,Zona Llanos,4623.14,1462.01,4887.67
2023-06-07,Zona Sur,373.48,518.87,1159.53
2023-06-07,Zona Oriente,4335.67,3119.3,704.46
2023-06-08,Zona Norte,2769.03,1316.78,6386.03
2023-06-08,Zona Occidente,1511.88,2544.47,4762.22
2023-06-08,Zona Llanos,444.39,671.73,20.36
2023-06-08,Zona Sur,3475.08,468.11,64.64
2023-06-08,Zona Oriente,5871.45,2626.79,1829.65
2023-06-09,Zona Norte,3613.05,382.59,3062.3
2023-06-09,Zona Occidente,5934.34,595.98,4360.56
2023-06-09,Zona Llanos,219.02,819.46,362.35
2023-06-09,Zona Sur,842.13,1747.95,2785.08
2023-06-09,Zona Oriente,83.13,747.55,903.89
2023-06-10,Zona Norte,2730.71,1581.29,5590.73
2023-06-10,Zona Occidente,5911.68,2391.42,2008.21
2023-06-10,Zona Llanos,3143.06,2441.01,713.19
2023-06-10,Zona Sur,1330.84,86.58,6512.26
2023-06-10,Zona Oriente,3858,1554.61,1950.69
2023-06-11,Zona Norte,8967.79,1104.89,75.77
2023-06-11,Zona Occidente,1.77,467.78,8549.37
2023-06-11,Zona Llanos,2775.86,1129.18,1406.08
2023-06-11,Zona Sur,622.67,1467.38,262.61
2023-06-11,Zona Oriente,2167.34,3187.26,4202.09
2023-06-12,Zona Norte,882.37,6161.24,8019.1
2023-06-12,Zona Occidente,735.18,1225.85,1523.26
2023-06-12,Zona Llanos,5409.38,569.59,4876.87
2023-06-12,Zona Sur,4756.34,5.36,544.14
2023-06-12,Zona Oriente,5437.29,2102.04,2079.36
2023-06-13,Zona Norte,6029.17,3649.85,1004.89
2023-06-13,Zona Occidente,429.05,332.25,1130.91
2023-06-13,Zona Llanos,9130.62,637.8,13428.71
2023-06-13,Zona Sur,2018.96,1479,141.62
2023-06-13,Zona Oriente,1056.02,1700.69,3210.95
2023-06-14,Zona Norte,2965.74,1548.34,5890.07
2023-06-14,Zona Occidente,1501.54,4.96,2365.08
2023-06-14,Zona Llanos,4377.62,2877.95,1620.87
2023-06-14,Zona Sur,4196.38,4505.33,9266.03
2023-06-14,Zona Oriente,6713.94,569.4,1091.91
2023-06-15,Zona Norte,10311.3,153.39,1494.03
2023-06-15,Zona Occidente,3285.03,1569.59,12062.52
2023-06-15,Zona Llanos,311.95,1404.83,2584.77
2023-06-15,Zona Sur,2939.47,1690.01,783.21
2023-06-15,Zona Oriente,1710.28,2695.63,1626.75
2023-06-16,Zona Norte,5035.23,55.42,3110.63
2023-06-16,Zona Occidente,2500.79,943.12,3699.2
2023-06-16,Zona Llanos,1065.28,1905.9,1307.31
2023-06-16,Zona Sur,1155.18,851.91,2463.54
2023-06-16,Zona Oriente,360.66,983.76,278.63
2023-06-17,Zona Norte,3508.6,1725.84,2799.72
2023-06-17,Zona Occidente,2920.79,21.56,5413.76
2023-06-17,Zona Llanos,4165.62,4843.12,1808.12
2023-06-17,Zona Sur,2611.01,488.6,1842.92
2023-06-17,Zona Oriente,393.76,53.23,2082.69
2023-06-18,Zona Norte,3317.62,895.99,1869.63
2023-06-18,Zona Occidente,2033.21,733.32,1404.15
2023-06-18,Zona Llanos,286.61,122.04,2268.63
2023-06-18,Zona Sur,5867.53,5690.68,9239.04
2023-06-18,Zona Oriente,5794.94,443.5,2177.4
2023-06-19,Zona Norte,3265.25,1055.15,990.02
2023-06-19,Zona Occidente,1797.32,364.04,1196.4
2023-06-19,Zona Llanos,897.52,2609.3,853.12
2023-06-19,Zona Sur,339.24,612.32,5817.65
2023-06-19,Zona Oriente,5416.97,537.21,2663.89
2023-06-20,Zona Norte,10957.39,2621.74,266.59
2023-06-20,Zona Occidente,45.52,139.54,4574.63
2023-06-20,Zona Llanos,2101.15,2518.21,1113.53
2023-06-20,Zona Sur,360.84,145.57,2079.49
2023-06-20,Zona Oriente,1745.47,1011.06,8121.72
2023-06-21,Zona Norte,1083.22,137.6,1310.13
2023-06-21,Zona Occidente,698.75,4306.77,1060.89
2023-06-21,Zona Llanos,21.66,277.87,3565.25
2023-06-21,Zona Sur,5497.36,467.34,3377.04
2023-06-21,Zona Oriente,3242.39,244.77,909.96
2023-06-22,Zona Norte,3688.95,876.68,3553.7
2023-06-22,Zona Occidente,1276.04,2852.82,3507.63
2023-06-22,Zona Llanos,2915.02,736.02,1088.96
2023-06-22,Zona Sur,3083.35,1513.59,552.1
2023-06-22,Zona Oriente,1036.61,489.52,2605.07
2023-06-23,Zona Norte,73.55,278.6,48.3
2023-06-23,Zona Occidente,1768.24,87.15,2275.72
2023-06-23,Zona Llanos,5372,2941.21,1879.64
2023-06-23,Zona Sur,2501.53,399.34,1622.13
2023-06-23,Zona Oriente,469.9,1736.59,3461.87
2023-06-24,Zona Norte,3592.8,2727.29,5813.77
2023-06-24,Zona Occidente,2189.98,3198.6,1154.81
2023-06-24,Zona Llanos,3500.97,1724,2060.35
2023-06-24,Zona Sur,5700.51,1118.16,6734.82
2023-06-24,Zona Oriente,2952.72,1810.68,3522.18
2023-06-25,Zona Norte,5318.16,1072.78,4570.33
2023-06-25,Zona Occidente,2573.9,1793.91,2492.01
2023-06-25,Zona Llanos,949.04,504.48,5841.06
2023-06-25,Zona Sur,2070.46,558.4,259.43
2023-06-25,Zona Oriente,1327.69,972.75,100.96
2023-06-26,Zona Norte,3320.95,3311.81,2584.35
2023-06-26,Zona Occidente,15.81,1108.97,255.9
2023-06-26,Zona Llanos,1862.76,1962.11,3082.15
2023-06-26,Zona Sur,50.27,535.36,925.45
2023-06-26,Zona Oriente,8203.73,204.57,5583.52
2023-06-27,Zona Norte,5301.85,2780.47,627.3
2023-06-27,Zona Occidente,2446.4,640.79,6630.71
2023-06-27,Zona Llanos,878.15,4946.57,2983.1
2023-06-27,Zona Sur,3129.4,186.9,1011
2023-06-27,Zona Oriente,7525.01,1472.81,7390.41
2023-06-28,Zona Norte,10750.88,552.95,30.85
2023-06-28,Zona Occidente,295.48,1912.36,1154.7
2023-06-28,Zona Llanos,703.32,3343.27,2941.17
2023-06-28,Zona Sur,966.29,2961.51,2078.97
2023-06-28,Zona Oriente,4328.17,54.48,9731.85
2023-06-29,Zona Norte,160.98,3274.79,744.3
2023-06-29,Zona Occidente,4399.22,770.67,859.39
2023-06-29,Zona Llanos,483.67,203.23,5340.78
2023-06-29,Zona Sur,2477.31,330.83,415.76
2023-06-29,Zona Oriente,2797.21,1534.68,2165.5
2023-06-30,Zona Norte,5563.86,3518.62,705.54
2023-06-30,Zona Occidente,578.89,184.6,94.3
2023-06-30,Zona Llanos,3197.17,219.68,2231.7
2023-06-30,Zona Sur,1083.87,64.2,8778.32
2023-06-30,Zona Oriente,1223.15,710.98,768.53
2023-07-01,Zona Norte,2667.28,885.84,2540.67
2023-07-01,Zona Occidente,528.31,2337.25,5055.05
2023-07-01,Zona Llanos,1669.32,368.95,4291.5
2023-07-01,Zona Sur,10601.36,3336.49,1959.18
2023-07-01,Zona Oriente,748.51,1816.05,931.36
2023-07-02,Zona Norte,2208.09,164.76,1264.02
2023-07-02,Zona Occidente,9603.4,3180.69,8862.77
2023-07-02,Zona Llanos,1677.76,2651.01,347.87
2023-07-02,Zona Sur,1050.29,1964.24,3887.46
2023-07-02,Zona Oriente,1232.75,914.93,2925.84
2023-07-03,Zona Norte,7771.8,1089.21,1051.92
2023-07-03,Zona Occidente,976.09,254.65,2540.17
2023-07-03,Zona Llanos,922.78,1648.16,256.36
2023-07-03,Zona Sur,2589.66,1368.18,6944.23
2023-07-03,Zona Oriente,118.6,1853.54,587.15
2023-07-04,Zona Norte,1168.09,2683.55,5980.88
2023-07-04,Zona Occidente,8001.38,2121.62,623.57
2023-07-04,Zona Llanos,2421.72,2180.15,4872.16
2023-07-04,Zona Sur,7605.54,542.81,3850.63
2023-07-04,Zona Oriente,145.41,1500.65,5420.96
2023-07-05,Zona Norte,3135.19,5364.23,9992.96
2023-07-05,Zona Occidente,2760.44,475.13,1627.41
2023-07-05,Zona Llanos,549.72,2225.54,1026.23
2023-07-05,Zona Sur,444.02,427.82,1697.45
2023-07-05,Zona Oriente,9250.29,515.92,2010.29
2023-07-06,Zona Norte,4030.41,835.59,3594.95
2023-07-06,Zona Occidente,293.38,873.96,1514.37
2023-07-06,Zona Llanos,921.72,1806.73,1433.41
2023-07-06,Zona Sur,6398.55,165.67,128.88
2023-07-06,Zona Oriente,3712.27,2759.24,8279.06
2023-07-07,Zona Norte,1479.47,435.58,2102.23
2023-07-07,Zona Occidente,996.1,77.12,6946.8
2023-07-07,Zona Llanos,4220.28,1536.46,681.97
2023-07-07,Zona Sur,2834.57,4440.98,5451.82
2023-07-07,Zona Oriente,6368.68,1275.09,214.96
2023-07-08,Zona Norte,4101.05,2835.65,3879.61
2023-07-08,Zona Occidente,1910.2,1625.75,112.49
2023-07-08,Zona Llanos,79.01,1842.73,5147.64
2023-07-08,Zona Sur,10272.12,1086.41,6762.09
2023-07-08,Zona Oriente,938.84,1329.11,2289.93
2023-07-09,Zona Norte,131.05,273.05,1191.1
2023-07-09,Zona Occidente,9908.49,3334.89,714.6
2023-07-09,Zona Llanos,1759.12,846.71,5203.81
2023-07-09,Zona Sur,1279.17,882.03,1704.73
2023-07-09,Zona Oriente,41.62,1731.97,3818.67
2023-07-10,Zona Norte,2792.66,2521.6,3908.92
2023-07-10,Zona Occidente,1010.81,1567.1,636.84
2023-07-10,Zona Llanos,6337.16,669.54,753.74
2023-07-10,Zona Sur,39.43,713.66,1229.16
2023-07-10,Zona Oriente,3802.15,375.14,7893.48
2023-07-11,Zona Norte,119.9,52.02,923.92
2023-07-11,Zona Occidente,3365.4,2427.94,5186.73
2023-07-11,Zona Llanos,8202.53,90.73,2345.05
2023-07-11,Zona Sur,118.79,272.72,2907.79
2023-07-11,Zona Oriente,291.82,2547.07,776.87
2023-07-12,Zona Norte,1118.3,1180.15,113.69
2023-07-12,Zona Occidente,6238.32,2624.96,1392.47
2023-07-12,Zona Llanos,817.87,1625.86,2355.58
2023-07-12,Zona Sur,1474.96,65.04,939.87
2023-07-12,Zona Oriente,2212.48,222.16,7024.65
2023-07-13,Zona Norte,6496.65,320.88,2490.16
2023-07-13,Zona Occidente,481.25,1684.52,12377.27
2023-07-13,Zona Llanos,5987.63,4350.02,3951.52
2023-07-13,Zona Sur,2432.27,3250.24,1745.81
2023-07-13,Zona Oriente,4045.92,595.66,438.98
2023-07-14,Zona Norte,1774.07,755.77,5960.25
2023-07-14,Zona Occidente,3510.97,1679.5,931.04
2023-07-14,Zona Llanos,1186.98,3150.63,2954.93
2023-07-14,Zona Sur,9764.47,3473.61,3863.58
2023-07-14,Zona Oriente,1159.02,984.52,3875.82
